instance_name,parameter_name,parameter_value,seed,n_iterations,xi_min,xi_max,cooling_rate,segment_size,total_cost,rider_cost,drone_cost,delay_cost,self_pickup_cost,drone_served_orders,drone_mode_ratio,on_time_rate,average_delay,max_delay,average_walking_distance,drone_utilization,feasible,cpu_time,incumbent_inherited,initial_incumbent_cost
RDL-n25-01,number_of_drones,4,10,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.5,True,22.639412,True,253.89600774051485
RDL-n25-01,number_of_drones,6,10,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.333333,True,24.124893,True,253.8698790610917
RDL-n25-01,number_of_drones,8,10,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.25,True,24.592796,True,253.8698790610917
RDL-n25-01,number_of_drones,10,10,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.2,True,24.862729,True,253.8698790610917
RDL-n25-01,number_of_drones,12,10,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.166667,True,24.585935,True,253.8698790610917
RDL-n25-01,drone_range,8,1,10000,0.1,0.4,0.997,100,254.609666,229.182622,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.5,True,23.946029,False,
RDL-n25-01,drone_range,12,1,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.25,True,25.004731,True,254.60966649808674
RDL-n25-01,drone_range,16,1,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.25,True,24.516,True,253.86987906109172
RDL-n25-01,drone_range,20,1,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.25,True,24.383752,True,253.86987906109172
RDL-n25-01,drone_range,24,1,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.25,True,24.296571,True,253.86987906109172
RDL-n25-01,drone_range,30,1,10000,0.1,0.4,0.997,100,253.869879,242.098465,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,0.25,True,24.475138,True,253.86987906109172
RDL-n25-01,drone_range,8,2,10000,0.1,0.4,0.997,100,254.312368,228.885323,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.5,True,24.364302,False,
RDL-n25-01,drone_range,12,2,10000,0.1,0.4,0.997,100,253.461612,228.642591,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,24.588104,True,254.3123675913816
RDL-n25-01,drone_range,16,2,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,0.96,0.006029,0.150729,0.451999,0.5,True,24.790415,True,253.46161241064746
RDL-n25-01,drone_range,20,2,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,0.96,0.006029,0.150729,0.451999,0.5,True,24.801892,True,252.24270426212402
RDL-n25-01,drone_range,24,2,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,0.96,0.006029,0.150729,0.451999,0.5,True,24.731699,True,252.24270426212402
